idx,brute,bin,freq
Lebsack8963,1057,12,17
Ledner2526,1058,16,14
Ledner5546,1059,15,17
Ledner6350,1060,17,16
Leffler4387,1061,14,18
Leffler4455,1062,17,11
Leffler5546,1063,16,16
Leffler5919,1064,7,15
Leffler7381,1065,14,17
Leffler9231,1066,13,14
Leffler9876,1067,15,17
Legros1308,1068,12,16
Legros2001,1069,15,18
Legros2339,1070,14,13
Legros7338,1071,16,17
Lehner1670,1072,11,16
Lehner2528,1073,15,18
Lehner4251,1074,14,15
Lehner7720,1075,16,18
Lehner8263,1076,13,17
Lehner8947,1077,16,19
Lemke3401,1078,15,8
Lemke4237,1079,17,15
Lemke4743,1080,10,14
Lemke5015,1081,15,16
Lemke6975,1082,14,13
Lesch1455,1083,16,16
Lesch4589,1084,13,15
Lesch5266,1085,16,17
Lesch6074,1086,15,12
Lesch6728,1087,17,16
Lesch9042,1088,12,15
Leuschke1123,1089,16,17
Leuschke1667,1090,15,14
Leuschke2220,1091,17,17
Leuschke2710,1092,14,16
Leuschke2928,1093,17,18
Leuschke3710,1094,16,11
Leuschke4318,1095,9,16
Leuschke4814,1096,15,15
Leuschke6625,1097,14,17
Leuschke7635,1098,16,14
Lind4185,1099,13,17
Lind9102,1100,16,16
Lindgren5500,1101,15,18
Lindgren5835,1102,17,13
Littel6775,1103,12,17
Littel6906,1104,16,16
Little5643,1105,15,18
Little6176,1106,17,15
Little7851,1107,14,18
Little7977,1108,17,17
Little8902,1109,16,19
Lockman1082,1110,18,10
Lockman3408,1111,11,16
Lockman8522,1112,16,15
Lockman9483,1113,15,17
Lowe7951,1114,17,14
Lowe8304,1115,14,17
Lowe8463,1116,17,16
Lubowitz2221,1117,16,18
Lubowitz2855,1118,18,13
Lubowitz4710,1119,13,17
Lubowitz8234,1120,17,16
Lubowitz9376,1121,16,18
Lueilwitz1844,1122,18,15
Lueilwitz1879,1123,15,18
Lueilwitz2596,1124,18,17
Lueilwitz2805,1125,17,19
Lueilwitz3657,1126,6,12
Lueilwitz4025,1127,14,17
Lueilwitz4072,1128,13,16
Lueilwitz6443,1129,15,18
Lueilwitz6882,1130,12,15
Lueilwitz8540,1131,15,18
Lueilwitz8670,1132,14,17
Luettgen1098,1133,16,19
Luettgen2292,1134,11,14
Luettgen4732,1135,15,18
Luettgen4931,1136,14,17
Luettgen9352,1137,16,19
Lynch1191,1138,13,16
Lynch2022,1139,16,19
Lynch8409,1140,15,18
Lynch8742,1141,17,20
Macejkovic1070,1142,10,14
Macejkovic2061,1143,15,13
Macejkovic2393,1144,14,12
Macejkovic3877,1145,16,15
Macejkovic5436,1146,13,14
Macejkovic5695,1147,16,11
Macejkovic6230,1148,15,15
Macejkovic9621,1149,17,14
Macejkovic9770,1150,12,13
Maggio6777,1151,16,15
Maggio7620,1152,15,10
Maggio7712,1153,17,15
Maggio8305,1154,14,14
Mann2997,1155,17,13
Mann5945,1156,16,15
Mann6677,1157,18,12
Mann7030,1158,9,16
Mann7636,1159,15,15
Mann8397,1160,14,14
Mann9634,1161,16,16
Mante2130,1162,13,9
Mante3678,1163,16,15
Mante3905,1164,15,14
Mante4539,1165,17,13
Mante5472,1166,12,15
Mante5833,1167,16,12
Mante9535,1168,15,16
Marks5720,1169,17,15
Marks7839,1170,14,14
Marks8898,1171,17,16
Marquardt1457,1172,16,11
Marquardt4744,1173,18,16
Marquardt8624,1174,11,15
Marquardt8729,1175,16,14
Marquardt8789,1176,15,16
Marvin6026,1177,17,13
Marvin8509,1178,14,17
Marvin8929,1179,17,16
Mayer2461,1180,16,15
Mayer3942,1181,18,17
Mayer7716,1182,13,8
Mayer9105,1183,17,15
Mayert1497,1184,16,14
Mayert3907,1185,18,13
Mayert4392,1186,15,16
Mayert4625,1187,18,15
Mayert5301,1188,17,12
Mayert7832,1189,8,16
Mayert9015,1190,15,15
Mayert9911,1191,14,14
McCullough2727,1192,16,16
McCullough2850,1193,13,11
McCullough4374,1194,16,16
McCullough5225,1195,15,15
McDermott4520,1196,17,14
McDermott4587,1197,12,16
McDermott6167,1198,16,13
McDermott6428,1199,15,17
McDermott7074,1200,17,16
McGlynn1208,1201,14,15
McGlynn1662,1202,17,17
McGlynn3042,1203,16,10
McGlynn3721,1204,18,16
McGlynn9438,1205,11,15
McGlynn9873,1206,16,14
McKenzie2966,1207,15,16
McKenzie4046,1208,17,13
McKenzie4476,1209,14,17
McKenzie7432,1210,17,16
McKenzie8814,1211,16,15
McKenzie9947,1212,18,17
McLaughlin2468,1213,13,12
McLaughlin5914,1214,17,17
McLaughlin7434,1215,16,16
McLaughlin8140,1216,18,15
Medhurst4690,1217,15,17
Medhurst5148,1218,18,14
Medhurst7573,1219,17,18
Medhurst7582,1220,10,17
Medhurst7919,1221,16,16
Mertz7472,1222,15,18
Mertz8202,1223,17,7
Metz1050,1224,14,15
Metz1792,1225,17,14
Metz2385,1226,16,13
Metz5430,1227,18,16
Metz6067,1228,13,15
Metz6205,1229,17,12
Metz7175,1230,16,16
Metz7394,1231,18,15
Metz9513,1232,15,14
Metz9523,1233,18,16
Miller6974,1234,17,11
Miller7678,1235,19,16
Mills1541,1236,12,15
Mills2238,1237,17,14
Mills2481,1238,16,16
Mills2514,1239,18,13
Mills4548,1240,15,17
Mills4588,1241,18,16
Mills9838,1242,17,15
Mitchell7893,1243,19,17
Mitchell9612,1244,14,10
Moen1966,1245,18,16
Moen2513,1246,17,15
Moen4591,1247,19,14
Moen7870,1248,16,16
Moen9808,1249,19,13
Monahan2783,1250,18,17
Monahan3066,1251,5,16
Monahan4511,1252,14,15
Monahan6649,1253,13,17
Monahan9510,1254,15,12
Moore1281,1255,12,17
Moore3531,1256,15,16
Moore4194,1257,14,15
Moore6017,1258,16,17
Moore6979,1259,11,14
Moore8364,1260,15,18
Moore8976,1261,14,17
Morar1974,1262,16,16
Morar3022,1263,13,18
Morar5539,1264,16,9
Morar6790,1265,15,16
Morar7172,1266,17,15
Morar7400,1267,10,14
Morissette4080,1268,15,16
Morissette5201,1269,14,13
Morissette7722,1270,16,17
Morissette9138,1271,13,16
Mosciski2900,1272,16,15
Mosciski3353,1273,15,17
Mosciski4062,1274,17,12
Mosciski4486,1275,12,17
Mosciski7297,1276,16,16
Mraz1599,1277,15,15
Mraz3128,1278,17,17
Mraz4346,1279,14,14
Mraz5117,1280,17,18
Mraz5555,1281,16,17
Mraz6895,1282,18,16
Mraz7376,1283,9,18
Mueller1138,1284,15,11
Mueller3529,1285,14,17
Mueller3748,1286,16,16
Mueller7352,1287,13,15
Muller5890,1288,16,17
Muller6261,1289,15,14
Muller7308,1290,17,18
Muller7507,1291,12,17
Muller7845,1292,16,16
Muller8144,1293,15,18
Muller8576,1294,17,13
Murazik1631,1295,14,18
Murazik2398,1296,17,17
Murazik3339,1297,16,16
Murazik7709,1298,18,18
Murphy1298,1299,11,15
Murphy2554,1300,16,19
Murphy9774,1301,15,18
Murray3099,1302,17,17
Murray6744,1303,14,19
Nader2222,1304,17,25
Nader2410,1305,16,24
Nader5583,1306,18,23
Nader6404,1307,13,25
Nader7124,1308,17,22
Nader7236,1309,16,25
Nicolas4548,1310,18,24
Nicolas7310,1311,15,26
Nicolas8000,1312,18,21
Nicolas9834,1313,17,25
Nienow1528,1314,8,24
Nienow2015,1315,15,26
Nienow4951,1316,14,23
Nienow6969,1317,16,26
Nienow7213,1318,13,25
Nienow9722,1319,16,27
Nikolaus1126,1320,15,20
Nikolaus1851,1321,17,25
Nikolaus1999,1322,12,24
Nikolaus2378,1323,16,26
Nikolaus4051,1324,15,23
Nikolaus7276,1325,17,26
Nitzsche3814,1326,14,25
Nitzsche6262,1327,17,27
Nitzsche7531,1328,16,22
Nitzsche7932,1329,18,26
Nitzsche9505,1330,11,25
Nolan2985,1331,16,27
Nolan3299,1332,15,24
Nolan7251,1333,17,27
Nolan9093,1334,14,26
Nolan9875,1335,17,28
OReilly1901,1336,16,25
OReilly2521,1337,18,24
OReilly4127,1338,13,23
OReilly5748,1339,17,26
Oberbrunner2303,1340,16,25
Oberbrunner8385,1341,18,22
Okuneva4629,1342,15,26
Okuneva6636,1343,18,25
Olson2410,1344,17,24
Ondricka1447,1345,10,27
Ondricka6927,1346,16,26
Ondricka9044,1347,15,21
Ondricka9137,1348,17,26
Orn6589,1349,14,25
Orn8918,1350,17,24
Ortiz1693,1351,16,27
Ortiz7456,1352,18,26
Osinski4454,1353,13,23
Osinski6461,1354,17,27
Osinski6517,1355,16,26
Osinski6835,1356,18,25
Osinski7741,1357,15,28
Osinski8146,1358,18,27
Pacocha6840,1359,17,20
Pacocha9986,1360,19,19
Padberg2438,1361,12,18
Padberg2822,1362,17,20
Padberg5793,1363,16,17
Padberg6895,1364,18,20
Padberg7404,1365,15,19
Padberg9121,1366,18,21
Padberg9180,1367,17,16
Pagac1017,1368,19,20
Pagac1532,1369,14,19
Pagac2984,1370,18,21
Pagac6257,1371,17,18
Pagac9102,1372,19,21
Pagac9892,1373,16,20
Parisian2451,1374,19,22
Parisian2759,1375,18,15
Parisian4070,1376,7,21
Parisian4247,1377,15,20
Parisian9125,1378,14,19
Parker1439,1379,16,21
Parker2921,1380,13,18
Parker3846,1381,16,21
Parker7937,1382,15,20
Parker7957,1383,17,22
Paucek5961,1384,12,17
Pfannerstill5595,1385,16,21
Pfannerstill5924,1386,15,20
Pfannerstill5970,1387,17,22
Pfannerstill7067,1388,14,19
Pfeffer1693,1389,17,22
Pfeffer1972,1390,16,21
Pfeffer3470,1391,18,23
Pfeffer5582,1392,11,14
Pfeffer5758,1393,16,21
Pfeffer7433,1394,15,20
Pfeffer8454,1395,17,19
Pollich4137,1396,14,21
Pollich4847,1397,17,18
Pouros2305,1398,16,21
Pouros2802,1399,18,20
Pouros3670,1400,13,22
Pouros5322,1401,17,17
Pouros6872,1402,16,21
Pouros7111,1403,18,20
Powlowski5603,1404,15,22
Powlowski8213,1405,18,19
Powlowski8981,1406,17,22
Predovic2062,1407,19,21
Predovic4610,1408,10,23
Predovic7316,1409,16,16
Predovic8853,1410,15,22
Price7717,1411,17,21
Prohaska1358,1412,14,20
Prohaska1806,1413,17,22
Prohaska2195,1414,16,19
Prohaska2608,1415,18,22
Prohaska3604,1416,13,21
Prohaska3630,1417,17,23
Prohaska5869,1418,16,18
Prohaska8155,1419,18,22
Prosacco1537,1420,15,21
Prosacco2818,1421,18,23
Prosacco5735,1422,17,20
Prosacco9495,1423,19,23
Purdy1730,1424,12,22
Purdy6930,1425,17,24
Quigley3819,1426,16,28
Quigley3890,1427,18,27
Quigley3946,1428,15,29
Quigley4386,1429,18,26
Quigley8551,1430,17,29
Quitzon2023,1431,19,28
Rath2612,1432,14,16
Rath5926,1433,18,15
Rath8737,1434,17,17
Ratke3193,1435,19,14
Ratke4044,1436,16,17
Ratke5450,1437,19,16
Ratke6790,1438,18,18
Rau1544,1439,9,13
Rau2875,1440,16,17
Rau3212,1441,15,16
Rau3776,1442,17,18
Rau6754,1443,14,15
Rau8551,1444,17,18
Raynor3620,1445,16,17
Raynor5782,1446,18,12
Raynor6421,1447,13,17
Raynor6759,1448,17,16
Raynor8180,1449,16,18
Raynor8434,1450,18,15
Reichel2501,1451,15,18
Reichel3424,1452,18,17
Reichel5098,1453,17,19
Reichel7266,1454,19,14
Reichert2667,1455,12,18
Reichert4722,1456,17,17
Reichert4801,1457,16,19
Reichert8621,1458,18,16
Reilly2544,1459,15,19
Reilly4896,1460,18,18
Reilly6762,1461,17,11
Reilly9111,1462,19,17
Reinger8070,1463,14,16
Reinger8772,1464,18,18
Rempel2820,1465,17,15
Rempel5096,1466,19,18
Rempel6598,1467,16,17
Rempel9904,1468,19,19
Rempel9946,1469,18,14
Renner3985,1470,11,18
Reynolds1106,1471,17,17
Reynolds1720,1472,16,19
Rice6358,1473,18,16
Rice8490,1474,15,19
Rice8854,1475,18,18
Rippin2402,1476,17,13
Rippin5540,1477,19,18
Rippin8242,1478,14,17
Ritchie1640,1479,18,19
Ritchie6427,1480,17,16
Robel1858,1481,19,19
Robel1996,1482,16,18
Robel2181,1483,19,20
Robel6257,1484,18,15
Robel6927,1485,20,19
Robel7029,1486,13,18
Roberts2171,1487,18,20
Roberts2600,1488,17,17
Roberts6390,1489,19,20
Roberts7369,1490,16,19
Roberts7908,1491,19,10
Rodriguez1285,1492,18,17
Rodriguez9352,1493,20,16
Rogahn1208,1494,15,18
Rogahn2939,1495,19,15
Rogahn4041,1496,18,18
Rogahn8935,1497,20,17
Rogahn9879,1498,17,19
Rohan1013,1499,20,14
Rohan1735,1500,19,18
Rohan1855,1501,4,17
Rohan6799,1502,14,19
Rohan8319,1503,13,16
Rohan8512,1504,15,19
Rolfson3836,1505,12,18
Rolfson4091,1506,15,13
Rolfson7410,1507,14,18
Rolfson7553,1508,16,17
Romaguera1216,1509,11,19
Roob1153,1510,15,16
Roob1569,1511,14,19
Roob5551,1512,16,18
Roob5707,1513,13,20
Roob6139,1514,16,15
Roob7848,1515,15,19
Roob9199,1516,17,18
Roob9568,1517,10,20
Rosenbaum1701,1518,15,17
Rosenbaum2685,1519,14,20
Rosenbaum2744,1520,16,19
Rosenbaum3155,1521,13,12
Rosenbaum4949,1522,16,18
Rosenbaum8049,1523,15,17
Rowe3282,1524,17,19
Rowe4392,1525,12,16
Rowe5154,1526,16,19
Rowe9658,1527,15,18
Ruecker2988,1528,17,20
Ruecker9493,1529,14,15
Runolfsdottir5112,1530,17,19
Runolfsdottir5545,1531,16,18
Runolfsdottir5995,1532,18,20
Runolfsdottir7412,1533,9,17
Runolfsdottir9912,1534,15,20
Runolfsson3107,1535,14,19
Runolfsson4274,1536,16,14
Runolfsson9980,1537,13,19
Runte4257,1538,16,18
Runte6204,1539,15,20
Runte6819,1540,17,17
Runte8766,1541,12,20
Runte9412,1542,16,19
Russel8865,1543,15,16
Rutherford7923,1544,17,20
Rutherford9227,1545,14,19
Ryan1382,1546,17,21
Ryan1433,1547,16,18
Ryan6318,1548,18,21
Ryan7025,1549,11,20
Sanford4264,1550,16,10
Sanford7764,1551,15,9
Sanford9284,1552,17,11
Satterfield2755,1553,14,8
Satterfield6970,1554,17,11
Satterfield8538,1555,16,10
Sauer1710,1556,18,7
Sauer1823,1557,13,11
Sauer2227,1558,17,10
Sauer2879,1559,16,12
Sauer3145,1560,18,9
Sauer4432,1561,15,12
Sauer8485,1562,18,11
Sauer8724,1563,17,6
Sawayn1357,1564,8,11
Sawayn4397,1565,15,10
Schaden2069,1566,14,12
Schaden5016,1567,16,9
Schaden6474,1568,13,12
Schaden6692,1569,16,11
Schaden9568,1570,15,8
Schaefer4354,1571,17,12
Schaefer7771,1572,12,11
Schaefer8662,1573,16,10
Schaefer9252,1574,15,13
Schamberger1271,1575,17,12
Schamberger4772,1576,14,5
Schamberger5129,1577,17,11
Schamberger7062,1578,16,10
Schamberger9103,1579,18,12
Schiller2827,1580,11,9
Schiller4605,1581,16,12
Schiller5522,1582,15,11
Schiller6624,1583,17,8
Schiller7300,1584,14,12
Schiller7372,1585,17,11
Schiller7495,1586,16,13
Schiller9579,1587,18,10
Schimmel2233,1588,13,13
Schinner2082,1589,17,12
Schmeler1905,1590,16,7
Schmeler6232,1591,18,12
Schmeler6631,1592,15,11
Schmidt1506,1593,18,13
Schmidt2545,1594,17,10
Schmidt9224,1595,10,13
Schmidt9244,1596,16,12
Schmitt1411,1597,15,9
Schmitt3461,1598,17,13
Schmitt3562,1599,14,12
Schneider3776,1600,17,11
Schneider8343,1601,16,14
Schoen3721,1602,18,13
Schoen3983,1603,13,4
Schoen4311,1604,17,11
Schoen4622,1605,16,10
Schoen6881,1606,18,12
Schoen8345,1607,15,9
Schowalter3302,1608,18,12
Schowalter3967,1609,17,11
Schowalter4835,1610,19,8
Schowalter5212,1611,12,12
Schowalter5320,1612,17,11
Schowalter9505,1613,16,13
Schroeder2054,1614,18,10
Schroeder2730,1615,15,13
Schroeder4759,1616,18,12
Schroeder5340,1617,17,7
Schroeder6898,1618,19,12
Schroeder8023,1619,14,11
Schulist1433,1620,18,13
Schulist2195,1621,17,10
Schulist4020,1622,19,13
Schulist8217,1623,16,12
Schultz3346,1624,19,9
Schultz5594,1625,18,13
Schultz6693,1626,7,12
Schultz7466,1627,15,11
Schultz8462,1628,14,14
Schumm1477,1629,16,13
Schumm3883,1630,13,6
Schumm4899,1631,16,12
Schumm5361,1632,15,11
Schumm6175,1633,17,13
Schumm8059,1634,12,10
Schuppe1340,1635,16,13
Schuppe7819,1636,15,12
Schuppe7897,1637,17,9
Schuppe9280,1638,14,13
Schuster2091,1639,17,12
Schuster5227,1640,16,14
Schuster7653,1641,18,11
Schuster8938,1642,11,14
Schuster9471,1643,16,13
Senger1060,1644,15,8
Senger1717,1645,17,13
Senger3966,1646,14,12
Senger4201,1647,17,14
Senger4892,1648,16,11
Senger6758,1649,18,14
Senger7875,1650,13,13
Shanahan2062,1651,17,10
Shanahan2541,1652,16,14
Shanahan7910,1653,18,13
Shields3963,1654,15,12
Shields5951,1655,18,15
Shields6466,1656,17,14
Shields8650,1657,19,3
Simonis1005,1658,10,11
Simonis1806,1659,16,10
Simonis2498,1660,15,12
Simonis2940,1661,17,9
Simonis3931,1662,14,12
Simonis4910,1663,17,11
Simonis4914,1664,16,8
Sipes2533,1665,18,12
Sipes4506,1666,13,11
Sipes4883,1667,17,13
Sipes5849,1668,16,10
Sipes5954,1669,18,13
Sipes6281,1670,15,12
Sipes6925,1671,18,7
Sipes7078,1672,17,12
Sipes7344,1673,19,11
Sipes7674,1674,12,13
Sipes9323,1675,17,10
Sipes9420,1676,16,13
Skiles1390,1677,18,12
Skiles5006,1678,15,9
Skiles7606,1679,18,13
Smith3176,1680,17,12
Smith4128,1681,19,11
Smith5402,1682,14,14
Smith6616,1683,18,13
Smith9403,1684,17,6
Smitham6613,1685,19,12
Smitham6752,1686,16,11
Smitham6932,1687,19,13
Smitham8039,1688,18,10
Smitham8617,1689,9,13
Spencer2832,1690,16,12
Spencer3112,1691,15,9
Spencer3890,1692,17,13
Spencer7544,1693,14,12
Spencer9566,1694,17,14
Spinka3145,1695,16,11
Spinka9411,1696,18,14
Sporer1232,1697,13,13
Stamm2385,1698,17,8
Stamm5245,1699,16,13
Stamm6678,1700,18,12
Stamm9611,1701,15,14
Stanton1536,1702,18,11
Stanton4572,1703,17,14
Stanton5331,1704,19,13
Stanton6877,1705,12,10
Stanton7943,1706,17,14
Stark5894,1707,16,13
Stark8133,1708,18,12
Stark8319,1709,15,15
Stark8575,1710,18,14
Stark9220,1711,17,5
Stehr1380,1712,19,12
Stehr1598,1713,14,11
Stehr2257,1714,18,13
Stehr5278,1715,17,10
Stehr6412,1716,19,13
Stehr8057,1717,16,12
Steuber1743,1718,19,9
Steuber3865,1719,18,13
Steuber8144,1720,11,12
Steuber8600,1721,17,14
Stiedemann1461,1722,16,11
Stiedemann1943,1723,18,14
Stiedemann5441,1724,15,13
Stiedemann7395,1725,18,8
Stiedemann7801,1726,17,13
Stiedemann8226,1727,19,12
Stiedemann8820,1728,14,14
Stiedemann9105,1729,18,11
Stokes2397,1730,17,14
Stokes2818,1731,19,13
Stokes3749,1732,16,10
Stokes6395,1733,19,14
Stokes6550,1734,18,13
Stokes7412,1735,20,12
Stokes7613,1736,13,15
Stokes8612,1737,18,14
Stoltenberg1113,1738,17,7
Stoltenberg6252,1739,19,13
Stoltenberg9633,1740,16,12
Stoltenberg9878,1741,19,14
Stracke2303,1742,18,11
Stracke2402,1743,20,14
Streich2923,1744,15,13
Streich4210,1745,19,10
Streich7956,1746,18,14
Streich8795,1747,20,13
Stroman3074,1748,17,15
Stroman9490,1749,20,12
Stroman9976,1750,19,15
Strosin8365,1751,6,14
Swaniawski1232,1752,15,9
Swaniawski4606,1753,14,14
Swaniawski4650,1754,16,13
Swaniawski5893,1755,13,15
Swaniawski6979,1756,16,12
Swift2773,1757,15,15
Swift3735,1758,17,14
Swift4074,1759,12,11
Swift4695,1760,16,15
Swift6112,1761,15,14
Swift6843,1762,17,13
Swift7784,1763,14,16
Swift9259,1764,17,15
Terry5295,1765,16,21
Terry5727,1766,18,20
Terry6696,1767,11,22
Thiel1228,1768,16,19
Thiel1918,1769,15,22
Thiel2195,1770,17,21
Thiel3285,1771,14,23
Thiel5797,1772,17,18
Thiel8540,1773,16,22
Thompson1521,1774,18,21
Thompson1887,1775,13,23
Thompson4898,1776,17,20
Thompson5995,1777,16,23
Thompson6007,1778,18,22
Tillman3018,1779,15,17
Tillman4398,1780,18,22
Tillman4598,1781,17,21
Tillman6360,1782,19,23
Tillman6627,1783,10,20
Torp1266,1784,16,23
Torp2524,1785,15,22
Torp7541,1786,17,19
Torp9354,1787,14,23
Torphy2212,1788,17,22
Torphy2491,1789,16,24
Torphy6177,1790,18,21
Torphy9059,1791,13,24
Towne1868,1792,17,23
Towne3419,1793,16,16
Towne4305,1794,18,22
Towne5312,1795,15,21
Towne9414,1796,18,23
Toy1219,1797,17,20
Toy6347,1798,19,23
Toy6472,1799,12,22
Toy8042,1800,17,19
Trantow4711,1801,16,23
Trantow6699,1802,18,22
Tremblay2125,1803,15,24
Tremblay8627,1804,18,21
Tremblay8996,1805,17,24
Tremblay9282,1806,19,23
Treutel2420,1807,14,18
Treutel5409,1808,18,23
Treutel8534,1809,17,22
Tromp1970,1810,19,24
Tromp3837,1811,16,21
Tromp6683,1812,19,24
Tromp7051,1813,18,23
Turcotte1493,1814,9,20
Turcotte1719,1815,16,24
Turcotte2157,1816,15,23
Turner1616,1817,17,25
Turner1697,1818,14,22
Turner6829,1819,17,25
Turner9952,1820,16,24
Ullrich2388,1821,18,26
Ullrich2743,1822,13,25
Ullrich4286,1823,17,24
Ullrich5745,1824,16,26
Ullrich6248,1825,18,23
Ullrich6542,1826,15,26
Ullrich7194,1827,18,25
Upton2587,1828,17,27
Upton2774,1829,19,22
Upton2957,1830,12,27
Upton2972,1831,17,26
Upton4193,1832,16,25
Upton5108,1833,18,27
Upton5400,1834,15,24
Upton6382,1835,18,27
Upton8070,1836,17,26
Upton8432,1837,19,28
Veum1256,1838,14,27
Veum3049,1839,18,26
Veum4802,1840,17,25
Veum6687,1841,19,27
Volkman1030,1842,16,24
Volkman5389,1843,19,27
Volkman8627,1844,18,26
Von2311,1845,11,28
Von2416,1846,17,23
Von2955,1847,16,28
Von3303,1848,18,27
Von3764,1849,15,26
Von6024,1850,18,28
VonRueden3408,1851,17,25
VonRueden4363,1852,19,28
VonRueden9124,1853,14,27
VonRueden9527,1854,18,29
Waelchi3108,1855,17,15
Waelchi6603,1856,19,14
Waelchi9003,1857,16,16
Walker2692,1858,19,13
Walker3325,1859,18,16
Walker6082,1860,20,15
Walker6910,1861,13,17
Walker7111,1862,18,12
Walker8110,1863,17,16
Walker9332,1864,19,15
Walker9522,1865,16,17
Walker9539,1866,19,14
Walker9763,1867,18,17
Walsh1605,1868,20,16
Walsh3074,1869,15,18
Walsh3953,1870,19,11
Walsh5738,1871,18,16
Walsh7887,1872,20,15
Walter1177,1873,17,17
Ward3406,1874,20,14
Ward7479,1875,19,17
Ward7489,1876,8,16
Ward9615,1877,16,18
Waters9807,1878,15,13
Watsica1383,1879,17,17
Watsica3285,1880,14,16
Watsica3502,1881,17,18
Watsica3623,1882,16,15
Watsica8646,1883,18,18
Watsica9830,1884,13,17
Weber2145,1885,17,19
Weber6870,1886,16,10
Weber7653,1887,18,16
Weber8859,1888,15,15
Wehner2577,1889,18,17
Wehner5591,1890,17,14
Wehner7656,1891,19,17
Weimann1384,1892,12,16
Weimann1780,1893,17,18
Weimann4237,1894,16,13
Weimann8003,1895,18,17
Weimann8030,1896,15,16
Weissnat3357,1897,18,18
Weissnat5880,1898,17,15
Weissnat6345,1899,19,18
Welch2851,1900,14,17
Welch6120,1901,18,19
Welch6861,1902,17,12
Welch8214,1903,19,17
Welch9422,1904,16,16
West5763,1905,19,18
West6068,1906,18,15
White1287,1907,20,18
White4464,1908,11,17
White8084,1909,17,19
Wiegand1483,1910,16,14
Wiegand1581,1911,18,18
Wiegand2065,1912,15,17
Wiegand2996,1913,18,19
Wilderman1218,1914,17,16
Wilderman3939,1915,19,19
Wilderman5607,1916,14,18
Wilderman8784,1917,18,20
Wilkinson2935,1918,17,9
Wilkinson5838,1919,19,16
Wilkinson7242,1920,16,15
Will1432,1921,19,17
Will1655,1922,18,14
Will3702,1923,20,17
Will3705,1924,13,16
Will5610,1925,18,18
Will8120,1926,17,13
Will9817,1927,19,17
Williamson6251,1928,16,16
Williamson7952,1929,19,18
Willms2453,1930,18,15
Willms6509,1931,20,18
Willms7429,1932,15,17
Willms7920,1933,19,19
Willms8359,1934,18,12
Willms9688,1935,20,17
Windler2207,1936,17,16
Windler2210,1937,20,18
Windler3420,1938,19,15
Windler4933,1939,10,18
Windler6479,1940,17,17
Wintheiser1225,1941,16,19
Wintheiser4060,1942,18,14
Wintheiser5415,1943,15,18
Wintheiser8671,1944,18,17
Wintheiser8937,1945,17,19
Wisoky2052,1946,19,16
Wisoky2453,1947,14,19
Wisoky3698,1948,18,18
Wisoky6309,1949,17,20
Wisoky7067,1950,19,11
Wisoky8285,1951,16,17
Wisozk1170,1952,19,16
Wisozk2634,1953,18,18
Wisozk6363,1954,20,15
Wisozk7371,1955,13,18
Wisozk9061,1956,18,17
Witting1873,1957,17,19
Wiza4848,1958,19,14
Wiza7067,1959,16,18
Wiza7404,1960,19,17
Wiza9171,1961,18,19
Wolf2951,1962,20,16
Wolf7708,1963,15,19
Wolff1063,1964,19,18
Wolff1748,1965,18,20
Wolff2410,1966,20,13
Wolff2630,1967,17,18
Wolff4952,1968,20,17
Wolff5681,1969,19,19
Wolff9714,1970,12,16
Wuckert1472,1971,18,19
Wuckert5320,1972,17,18
Wuckert5720,1973,19,20
Wuckert8825,1974,16,15
Wuckert8892,1975,19,19
Wunsch1103,1976,18,18
Wunsch6238,1977,20,20
Wunsch9945,1978,15,17
Wyman2724,1979,19,20
Wyman7242,1980,18,19
Yost2015,1981,20,27
Yost3192,1982,17,26
Yost4646,1983,20,28
Yost9372,1984,19,25
Yundt6329,1985,21,28
Yundt7505,1986,14,27
Yundt8644,1987,19,29
Zboncak6680,1988,18,27
Zemlak5461,1989,20,26
Zemlak8126,1990,17,28
Ziemann3478,1991,20,25
Ziemann9272,1992,19,28
Zieme1981,1993,21,27
Zieme4858,1994,16,24
Zieme5747,1995,20,28
Zieme6205,1996,19,27
Zieme8687,1997,21,29
Zieme9281,1998,18,26
Zulauf1172,1999,21,29
Zulauf9743,2000,20,28
